stem	words	count	pos	definitions
kind	{'kind'}	11	{'NOUN'}	[{'word': 'kind', 'definition': 'a category of things distinguished by some common characteristic or quality', 'sentence': 'It is also widely suggested that a new stage has in fact been reached as far as epistemic dependence is concerned, due to the possession by these programs of an unprecedented characteristic for artificial systems: a kind of ‘opacity’ (Burrell, 2016; Creel, 2020; Ross, 2022; Zerilli, 2022; Duede, 2022).'}, {'word': 'kind', 'definition': 'a category of things distinguished by some common characteristic or quality', 'sentence': 'Opaque systems are furthermore frequently referred to in the literature as epistemic ‘black boxes’ (London, 2019; Creel, 2020), insofar as it is virtually impossible to verify or obtain any kind of explanation or justification concerning the production of a particular output.'}, {'word': 'kind', 'definition': 'a category of things distinguished by some common characteristic or quality', 'sentence': 'Thus, according to these accounts of trust as an affective or normative attitude, it is clear that an artificial system is not the kind of thing that could be the recipient of trust in this sense.'}, {'word': 'kind', 'definition': 'a category of things distinguished by some common characteristic or quality', 'sentence': 'There is a certain kind of opacity in the very concept of opacity.'}, {'word': 'kind', 'definition': 'a category of things distinguished by some common characteristic or quality', 'sentence': 'Its objective, personal – or, one might say, authentic – dimension, on the other hand, cannot in my view be conferred on an AI system of any kind.'}]
result	{'results'}	11	{'NOUN'}	[{'word': 'results', 'definition': 'a phenomenon that follows and is caused by some previous phenomenon', 'sentence': 'We have already had the occasion to note in the foregoing that the artificial systems in question do indeed make it possible to obtain results that are generally of a high quality, correctness, or reliability – and that are moreover sometimes more accurate than the results produced by human experts.'}, {'word': 'results', 'definition': 'a phenomenon that follows and is caused by some previous phenomenon', 'sentence': 'We have already had the occasion to note in the foregoing that the artificial systems in question do indeed make it possible to obtain results that are generally of a high quality, correctness, or reliability – and that are moreover sometimes more accurate than the results produced by human experts.'}, {'word': 'results', 'definition': 'a phenomenon that follows and is caused by some previous phenomenon', 'sentence': 'The purely veritistic and functionalist conception of expertise, thus, does not seem to exclude the possibility for artefacts to act as epistemic experts and hence epistemic peers, insofar as they provide broadly correct results.'}, {'word': 'results', 'definition': 'a phenomenon that follows and is caused by some previous phenomenon', 'sentence': 'If the use of a machine can be a reliable method for an individual to acquire knowledge, it is the individual who can be qualified as an expert because it is them (and not the machine) who understands the results obtained (with the machine).'}, {'word': 'results', 'definition': 'a phenomenon that follows and is caused by some previous phenomenon', 'sentence': 'The conceptualisation of the relationship of trust between humans (lay people or specialists) and artificial systems on the model of the relationship between lay people and experts (or between experts visàvis each other) poses a twofold risk: on the one hand, of course, there is the risk of placing too much trust in these systems, which could lead to false results being accepted as true, or bad solutions being accepted as good ones.'}]
algorithm	{'algorithmic'}	11	{'ADJ'}	[{'word': 'algorithmic', 'definition': 'of or relating to or having the characteristics of an algorithm', 'sentence': 'The use of such ‘opaque’ systems naturally poses a number of ethical problems, including embarrassing cases of ‘responsibility gaps’ (Coeckelbergh, 2020; Da Silva, 2024) and algorithmic biases (Walsh, 2022;'}, {'word': 'algorithmic', 'definition': 'of or relating to or having the characteristics of an algorithm', 'sentence': 'The opacity linked to the unconscious biases of epistemic agents (in general) is sometimes presented as analogous to the opacity of the decisions of AI systems insofar as the latter have to deal with the famous problem of biases that are no longer cognitive or epistemic but algorithmic.'}, {'word': 'algorithmic', 'definition': 'of or relating to or having the characteristics of an algorithm', 'sentence': 'This problem – also presented under the label of ‘algorithmic fairness’ – refers to the sometimes discriminatory nature of certain algorithms (Hajian et al., 2016; Hass, 2024).'}, {'word': 'algorithmic', 'definition': 'of or relating to or having the characteristics of an algorithm', 'sentence': 'However, this analogy is unsatisfactory insofar as the opacity of the expert’s reasoning is in no way equivalent to the opacity of algorithmic processes, for the following reason: opacity in a human context is only partial and contingent, whereas it is, on the contrary, complete and necessary in the case of artificial systems.'}, {'word': 'algorithmic', 'definition': 'of or relating to or having the characteristics of an algorithm', 'sentence': 'If we wish to see the comparison between the functioning of brains and the functioning of algorithms as fruitful, we must therefore consider that it is only fruitful in a negative manner, insofar as it allows us to insist on the fact that the description of cerebral processes, like that of algorithmic processes, cannot inform us in any way about the reasons which led the observed agent to carry out a particular action.'}]
model	{'model'}	11	{'NOUN'}	[{'word': 'model', 'definition': 'a hypothetical description of a complex entity or process', 'sentence': 'The third section of the paper will set out some arguments in favour of conceptualising our trust in artificial systems on the model of our trust in human experts, as they are sometimes found in the literature.'}, {'word': 'model', 'definition': 'a hypothetical description of a complex entity or process', 'sentence': 'The fourth section of the paper will show the limits of this conception of expertise, and will argue against conceptualising trust in artificial systems on the model of trust in human experts.'}, {'word': 'model', 'definition': 'a hypothetical description of a complex entity or process', 'sentence': 'The latter, i.e. theoretically mediated instruments – which are of particular interest to us here – entertain a relationship that is no longer causal but purely conceptual with the world they enable us to study (the paradigmatic example being the model or simulation).'}, {'word': 'model', 'definition': 'a hypothetical description of a complex entity or process', 'sentence': 'There are several presentations of this conceptualisation of human reasoning and decision-making processes (which here concern both experts and nonexperts) based on the blackbox model.\n\nRoss (2022, p. 2) notes that …\n\nFor the vast majority of society, the evidence and reasoning processes of any\n\nexpert in a specialized field is opaque, a genuine ‘black box’.'}, {'word': 'model', 'definition': 'a hypothetical description of a complex entity or process', 'sentence': 'Since DNNs are designed on the model of cerebral neural net works, it is assumed (by parity of reasoning) that systems with this architecture could then have similar capabilities.'}]
differ	{'different'}	11	{'ADJ'}	[{'word': 'different', 'definition': 'unlike in nature or quality or form or degree', 'sentence': 'In Freiman’s words, this label designates (…) several different approaches to trust, [which] all commonly share two features: (a) not ascribing human agency to technologies; and (b) ref erring to humans behind the technologies in matters regarding trust and responsibility.'}, {'word': 'different', 'definition': 'unlike in nature or quality or form or degree', 'sentence': 'At the very least, these rather different varieties show us that when the notion of ‘black box’ is mobilised, it can be used to aim at quite different targets.'}, {'word': 'different', 'definition': 'unlike in nature or quality or form or degree', 'sentence': 'At the very least, these rather different varieties show us that when the notion of ‘black box’ is mobilised, it can be used to aim at quite different targets.'}, {'word': 'different', 'definition': 'unlike in nature or quality or form or degree', 'sentence': 'Despite this disparity in the varieties of opacity, one conclusion seems to emerge (from these different fronts): that opacity – as a characteristic common to AI systems and human experts – can certainly be apprehended in a uniform manner when trust is granted to humans and when trust is granted to AI systems.'}, {'word': 'different', 'definition': 'unlike in nature or quality or form or degree', 'sentence': 'Going in a quite different direction, Freiman (2024a), for his part, suggests that it can be illuminating to speak of ‘AI testimony’ as a special species of testimony which would lack most of the usual human characteristics associated with testimony,\n\nbut which is nonetheless phenomenologically similar to a testimony from the point of view of the human receiver, and which can also be epistemic ally relevant.'}]
condit	{'condition'}	11	{'NOUN'}	[{'word': 'condition', 'definition': 'a state at a particular time', 'sentence': 'A second necessary condition for the attribution of the qualifier ‘expert’ to an individual (which also goes beyond the simple veritistic approach to expertise and is not attributable to a machine) is apparent in Watson’s quote and is presented as the other side of understanding, namely: the possibility of giving reasons in support of one’s judgement.'}, {'word': 'condition', 'definition': 'a state at a particular time', 'sentence': 'This means that the expert must be able to satisfy what Majdik & Keith – who also draw on Wittgenstein – call the ‘counterfactual condition’ of expertise:\n\nThis counterfactual asks whether the practice could be judged as intelligible in the context of a given situation—could be ‘tested for correctness’ (Wittgenstein, 1953, § ) outside someone’s subjective imagination and experience—if the practice was integrated into a public vocabulary and grammar.'}, {'word': 'condition', 'definition': 'a state at a particular time', 'sentence': 'On the other hand, we can also ask how or why the person raises their arm – not in the sense this time of the person’s reason for carrying out this action (rather than another or none), but in the sense of the physical condition of possibility for them to carry out this movement.'}, {'word': 'condition', 'definition': 'a state at a particular time', 'sentence': 'We are, therefore, dealing here with a cause, insofar as we are faced with an explanation that presents – and here we are following a diagnosis by Anthony Kenny (1978, p. 22) – a ‘sufficient antecedent condition’, that is …\n\na state or event preceding in time the event to be explained, such that it is a sufficient condition for the occurrence of such an event.'}, {'word': 'condition', 'definition': 'a state at a particular time', 'sentence': 'We are, therefore, dealing here with a cause, insofar as we are faced with an explanation that presents – and here we are following a diagnosis by Anthony Kenny (1978, p. 22) – a ‘sufficient antecedent condition’, that is …\n\na state or event preceding in time the event to be explained, such that it is a sufficient condition for the occurrence of such an event.'}]
brain	{'brain'}	11	{'NOUN'}	[{'word': 'brain', 'definition': 'that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord', 'sentence': 'A third variety of opacity, to which Cappelen and Dever refer, has more to do with the apparent (prima facie) unintelligibility of human brain operations and processes.'}, {'word': 'brain', 'definition': 'that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord', 'sentence': 'In the context we are dealing with here, the point is that, despite the complexity and apparent unintelligibility of brain processes, humans are nonetheless capable of reasoning and making decisions that are, for their part, perfectly understandable.'}, {'word': 'brain', 'definition': 'that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord', 'sentence': '4.2 Causes and reasons\n \nIt should also be noted that the opacity of the reasons behind the actions of experts is often presented as being directly linked to another form of opacity (also mentioned above), namely the opacity of brain operations (what we previously dubbed the intrinsic opacity of cognitive systems for anyone).'}, {'word': 'brain', 'definition': 'that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord', 'sentence': 'There is indeed a great temptation to equate these two types of opacity: the opacity concerning the reasoning followed by the human expert (manifested by their inability to explain their decision) would be directly correlated with the opacity concerning the unintelligibility of the neuronal processes in their brain.'}, {'word': 'brain', 'definition': 'that part of the central nervous system that includes all the higher nervous centers; enclosed within the skull; continuous with the spinal cord', 'sentence': 'This assimilation of the two opacities would suggest that the explanation that the expert is unable to provide us could be found in their brain, if only we were able to decipher its workings.'}]
let	{'let'}	10	{'VERB'}	[{'word': 'let', 'definition': 'make it possible through a specific action or lack of action for something to happen', 'sentence': '2 Trust in artificial systems\n\n2.1 Trust and reliance\n\nLet us first make a few distinctions regarding this notion of trust visàvis artificial systems.'}, {'word': 'let', 'definition': 'make it possible through a specific action or lack of action for something to happen', 'sentence': 'Turning now more specifically to trust in an artificial system (an artefact), let us point out the following: it is traditional to distinguish at least between two aspects of trust in artificial systems: the most ‘traditional’ aspect (since it initially concerns machines in the traditional sense of the term – i.e. artefacts with moving parts) is that of ‘reliance’ (Coeckelbergh, 2012).'}, {'word': 'let', 'definition': 'make it possible through a specific action or lack of action for something to happen', 'sentence': 'Trust is therefore sometimes referred to as a type of ‘affective attitude’ (Jones, 1996; see also Baier, 1994) insofar as the trustee would be motivated by a form of goodwill towards the trustor: they would not want to disappoint or let them down.'}, {'word': 'let', 'definition': 'make it possible through a specific action or lack of action for something to happen', 'sentence': '3 Blind trust and expertise\n\n3.1 Let us meet in the dark\n\nWe have already noted that there is a constitutive form of (partial) blindness in trust.'}, {'word': 'let', 'definition': 'make it possible through a specific action or lack of action for something to happen', 'sentence': 'Let us take a look at a few concrete examples of this rhetoric.'}]
distinct	{'distinction'}	10	{'NOUN'}	[{'word': 'distinction', 'definition': 'a discrimination between things as different and distinct', 'sentence': 'We would encounter in this type of case the useful distinction pro posed by Watson (2018) between expertise ‘in a subject matter’ and expertise ‘about a subject matter’.'}, {'word': 'distinction', 'definition': 'a discrimination between things as different and distinct', 'sentence': 'The distinction between reasons and causes sometimes goes unnoticed insofar as the two concepts are mobilised to deal with questions of the same kind, i.e. questions that are generally answered by the same conjunctive locution ‘because’.'}, {'word': 'distinction', 'definition': 'a discrimination between things as different and distinct', 'sentence': 'In doing so, we in fact ignore the distinction between the normative field proper to reasons and the mechanical field proper to causes.'}, {'word': 'distinction', 'definition': 'a discrimination between things as different and distinct', 'sentence': 'For our purposes, these cursory reflections on the distinction between reasons and causes lead us to the following realisation: while it can certainly be useful, in the case of machine learning systems, to determine the causes that led a program to produce a particular output (and the explanation of the causal mechanisms at play can then, for instance, take the form of an analysis of the weights assigned to the various connections between the artificial neurons of each layer), in the case of human decisions or judgements, on the other hand, it is not by mobilising a cause that we will be able to explain why a particular decision or judgement was put forward.'}, {'word': 'distinction', 'definition': 'a discrimination between things as different and distinct', 'sentence': 'Crucially – and we have already caught a glimpse of this in connection with the distinction between causes and reasons – expertise implies a form of competence on the part of the expert, and thus leaves room for play or variation: one can be a more or less good expert, and one can also improve or, on the contrary, lose some of one’s qualities.'}]
simpli	{'simply'}	10	{'ADV'}	[{'word': 'simply', 'definition': 'and nothing more', 'sentence': 'It is commonplace in the literature on the opacity of expert decisions to be reminded that there is a whole range of fields of expertise in which explicit ‘principles’ are simply ‘either elusive or unwelcome’ (Ground, 2024, p. 137).'}, {'word': 'simply', 'definition': 'and nothing more', 'sentence': 'This highlights the fact that the knowledge or knowhow of many experts is not always formalisable or even simply formula table, and that the decisions taken might be based on a form of intuition rather than on explicit reasoning.'}, {'word': 'simply', 'definition': 'and nothing more', 'sentence': 'We will come back to this idea of ‘intellectual character’ in what follows, but for the moment let us simply note that this expression makes it possible to refer to indicators such as an expert’s ‘competence and sincerity’ (Whyte & Crease, 2010, p. 413) and thus aims to evaluate the moral character of the expert in an epistemic context (and it is also easy to understand that trustworthiness and credibility can sometimes suffer from an imbalance in their attributions – as we already under lined in the preceding section).'}, {'word': 'simply', 'definition': 'and nothing more', 'sentence': 'Indeed, some thing that still today regularly stands out in the literature on expertise (and that is still of importance when it comes to discus sing the expertise of AI systems) is the insistence, in some of the definitions, on the relationship between the agent described as an ‘expert’ and – on the one hand – some knowledge they have acquired in a domain (sometimes simply and notoriously characterised, since Plato’s Theaetetus, as a set of ‘true and justified beliefs’ – Goldman, 2001;'}, {'word': 'simply', 'definition': 'and nothing more', 'sentence': 'Since I do not wish to deny the possibility that a human being can acquire knowledge through an artificial system (that would indeed be going too far), let me simply say that Freiman’s notion of ‘AI testimony’ or of ‘technology-based beliefs’ (Freiman, 2024b), as well as Alvarado’s (2023) aforementioned concept of ‘epistemic technology’ can certainly all prove useful for theorising anew about the way human beings acquire knowledge through AI.'}]
qualiti	{'qualities'}	10	{'NOUN'}	[{'word': 'qualities', 'definition': 'an essential and distinguishing attribute of something or someone; --Shakespeare', 'sentence': 'In addition to an individual’s consistency in reaching the truth and producing knowledge, other characteristics or qualities are in fact frequently put forward and presented as potentially influencing positively or negatively the trust that people are prepared to place in the person they designate as an expert.'}, {'word': 'qualities', 'definition': 'an essential and distinguishing attribute of something or someone; --Shakespeare', 'sentence': 'It is used by human beings to describe (primarily) certain human beings with certain particular qualities or abilities.'}, {'word': 'qualities', 'definition': 'an essential and distinguishing attribute of something or someone; --Shakespeare', 'sentence': 'Possessing the appropriate qualities and abilities is precisely what it means to be an ‘expert’.'}, {'word': 'qualities', 'definition': 'an essential and distinguishing attribute of something or someone; --Shakespeare', 'sentence': 'If the word is used to describe a human reality, then of course the qualities and abilities concerned will be human-centred.'}, {'word': 'qualities', 'definition': 'an essential and distinguishing attribute of something or someone; --Shakespeare', 'sentence': 'The pressing matter, then, is rather whether such a human-centred concept can subsist when some of its fundamental criteria of application (such as the intellectual and epistemic qualities and capacities of a human being) are removed from the picture (as it is the case when the concept is applied to AI systems).'}]
notion	{'notion'}	9	{'NOUN'}	[{'word': 'notion', 'definition': 'a vague idea in which some confidence is placed', 'sentence': 'An overview of some of the major questions surrounding expertise further reveals the extent to which this notion of deference hinges on more general relationships of ‘epistemic dependence’, to use John Hardwig’s (1985) expression.'}, {'word': 'notion', 'definition': 'a vague idea in which some confidence is placed', 'sentence': 'We shall see that this conceptualisation is based on the much dis cussed but ambiguous notion of opacity (which in fact crystallises many debates surrounding artificial decision-making systems).'}, {'word': 'notion', 'definition': 'a vague idea in which some confidence is placed', 'sentence': '2 Trust in artificial systems\n\n2.1 Trust and reliance\n\nLet us first make a few distinctions regarding this notion of trust visàvis artificial systems.'}, {'word': 'notion', 'definition': 'a vague idea in which some confidence is placed', 'sentence': 'At the very least, these rather different varieties show us that when the notion of ‘black box’ is mobilised, it can be used to aim at quite different targets.'}, {'word': 'notion', 'definition': 'a vague idea in which some confidence is placed', 'sentence': 'As Miranda Fricker (1998, p. 168) notes, in these studies the notion of ‘credibility’ is presented as a ‘norm […] socially manifested in a particular historical and cultural setting’, such that it ‘guides practice so that rational authority is attributed to all and only those who possess the relevant working indicator properties’.'}]
depend	{'dependence'}	9	{'NOUN'}	[{'word': 'dependence', 'definition': 'the state of relying on or being controlled by someone or something else', 'sentence': 'An overview of some of the major questions surrounding expertise further reveals the extent to which this notion of deference hinges on more general relationships of ‘epistemic dependence’, to use John Hardwig’s (1985) expression.'}, {'word': 'dependence', 'definition': 'the state of relying on or being controlled by someone or something else', 'sentence': 'These matters about trust, dependence and expertise in the context of knowledge acquisition, traditional as they are, are nowadays being revisited as our epistemic world is being redefined by the arrival of what might seem to be new epistemic agents: artificial systems apparently endowed with entirely new cognitive-like capabilities.'}, {'word': 'dependence', 'definition': 'the state of relying on or being controlled by someone or something else', 'sentence': 'The observation is therefore that a growing number of our hitherto highly specialised tasks are now falling under the yoke of an epistemic dependence not only on human experts, but also on these new systems the efficiency and precision of which are often equivalent to, or greater than, that of human experts (Esteva et al., 2017; Rajpurkar et al., 2017).'}, {'word': 'dependence', 'definition': 'the state of relying on or being controlled by someone or something else', 'sentence': 'It is also widely suggested that a new stage has in fact been reached as far as epistemic dependence is concerned, due to the possession by these programs of an unprecedented characteristic for artificial systems: a kind of ‘opacity’ (Burrell, 2016; Creel, 2020; Ross, 2022; Zerilli, 2022; Duede, 2022).'}, {'word': 'dependence', 'definition': 'the state of relying on or being controlled by someone or something else', 'sentence': 'The rationale would be that the epistemic dependence to which we are subject in relation to deep learning-based systems would itself be similar or analogous to that which we experience in relatively ordinary situations of lay deference to the expert (Zerilli et al. 2019, London, 2019).'}]
trust	{'trust'}	105	{'NOUN'}	[{'word': 'trust', 'definition': 'the trait of believing in the honesty and reliability of others', 'sentence': 'Expertise, opacity, and trust in AI systems\n\nÉloïse Boisseau\n\n1 Introduction\n\nThe conjoined issues of the trust placed in experts and the deference shown by non-specialists toward them are well-established topics in social epistemology (Hardwig, 1985, 1991; Lackey, 2018; Goldman, 2001; Rolin, 2002; Whyte & Crease, 2010). Expertise, opacity, and trust in AI systems\n\nÉloïse Boisseau\n\n1 Introduction\n\nThe conjoined issues of the trust placed in experts and the deference shown by non-specialists toward them are well-established topics in social epistemology (Hardwig, 1985, 1991; Lackey, 2018; Goldman, 2001; Rolin, 2002; Whyte & Crease, 2010). As Hardwig (1991, p. 693) pointed out, trust is in essence ‘partially blind’ (emphasis added). Gran ting trust to gain knowledge or make an informed decision implies, at least temporarily and figuratively, to shut one’s eyes and rely on some thing other than one’s own cognitive, perceptive or intellectual capacities. These matters about trust, dependence and expertise in the context of knowledge acquisition, traditional as they are, are nowadays being revisited as our epistemic world is being redefined by the arrival of what might seem to be new epistemic agents: artificial systems apparently endowed with entirely new cognitive-like capabilities.'}]
human	{'human'}	91	{'ADJ'}	[{'word': 'human', 'definition': 'characteristic of humanity', 'sentence': 'These programs are proving to be extremely versatile: depending on the data they are ‘trained’ on, they can carry out tasks (hitherto exclusively reserved to human experts) with a certain degree of autonomy and in a generally highly satisfactory manner. The observation is therefore that a growing number of our hitherto highly specialised tasks are now falling under the yoke of an epistemic dependence not only on human experts, but also on these new systems the efficiency and precision of which are often equivalent to, or greater than, that of human experts (Esteva et al., 2017; Rajpurkar et al., 2017). The observation is therefore that a growing number of our hitherto highly specialised tasks are now falling under the yoke of an epistemic dependence not only on human experts, but also on these new systems the efficiency and precision of which are often equivalent to, or greater than, that of human experts (Esteva et al., 2017; Rajpurkar et al., 2017). This, she writes, ‘stems from the mismatch between mathematical optimization in high dimensionality characteristic of machine learning and the demands of human-scale reasoning and styles of semantic interpretation’. A somewhat recurrent hypothesis in the literature – sometimes stated explicitly, other times implicitly or underlyingly – is that the trust placed in these opaque systems should be modelled on the type of trust we ordinarily place in human experts.'}]
opac	{'opacity'}	78	{'NOUN'}	[{'word': 'opacity', 'definition': 'incomprehensibility resulting from obscurity of meaning', 'sentence': 'Expertise, opacity, and trust in AI systems\n\nÉloïse Boisseau\n\n1 Introduction\n\nThe conjoined issues of the trust placed in experts and the deference shown by non-specialists toward them are well-established topics in social epistemology (Hardwig, 1985, 1991; Lackey, 2018; Goldman, 2001; Rolin, 2002; Whyte & Crease, 2010). It is also widely suggested that a new stage has in fact been reached as far as epistemic dependence is concerned, due to the possession by these programs of an unprecedented characteristic for artificial systems: a kind of ‘opacity’ (Burrell, 2016; Creel, 2020; Ross, 2022; Zerilli, 2022; Duede, 2022). 1–2) distinguishes three main forms of opacity for nonexperts, with regard to the functioning of machine learning-based AI systems. The first one arises as a result of industrial secrecy (‘opacity as intentional corporate or institutional self-protection and concealment’). The second one is presented as a form of ‘technical illiteracy’ or ‘technical opacity’ – to use two labels that have been given to it in the literature, respectively by Grote and Berens (2020) and Kaminski (2018).'}]
form	{'form'}	42	{'NOUN'}	[{'word': 'form', 'definition': 'a category of things distinguished by some common characteristic or quality', 'sentence': 'The second one is presented as a form of ‘technical illiteracy’ or ‘technical opacity’ – to use two labels that have been given to it in the literature, respectively by Grote and Berens (2020) and Kaminski (2018). This form of opacity, Burrell explains, ‘stem[s] from the current state of affairs where writing (and reading) code is a specialist skill’. Finally the third form of opacity Burrell identifies is the unintelligibility to humans of the mathematical processes involved in an algorithm. The reason for this comparison would lie in the existence of a similar form of opacity, manifest in both cases. For a start and from a general perspective, one crucial feature of trusting another agent is often presented as a form of uncertainty coupled to a positive expectation towards the trusted agent (Danks, 2019).'}]
place	{'placed'}	40	{'VERB'}	[{'word': 'placed', 'definition': 'put into a certain place or abstract location', 'sentence': 'Expertise, opacity, and trust in AI systems\n\nÉloïse Boisseau\n\n1 Introduction\n\nThe conjoined issues of the trust placed in experts and the deference shown by non-specialists toward them are well-established topics in social epistemology (Hardwig, 1985, 1991; Lackey, 2018; Goldman, 2001; Rolin, 2002; Whyte & Crease, 2010). Given that these risks are real and relatively well identified, a pressing question then arises as to what precise account or expression should the trust placed in such systems be given. A somewhat recurrent hypothesis in the literature – sometimes stated explicitly, other times implicitly or underlyingly – is that the trust placed in these opaque systems should be modelled on the type of trust we ordinarily place in human experts. The second section of the paper will offer a brief reflection on the trust ordinarily placed in epistemic instruments and the upheaval caused in this respect by current AI systems. Discussions about epistemic artefacts often take the time to distinguish more finely between several types of justification for the trust (as reliance) placed in these instruments.'}]
concept	{'conception'}	33	{'NOUN'}	[{'word': 'conception', 'definition': 'an abstract or general idea inferred or derived from specific instances', 'sentence': 'An examination of such arguments will furthermore reveal the underlying conception of expertise on which the conceptualisation stands, which is veritistic through and through. The fourth section of the paper will show the limits of this conception of expertise, and will argue against conceptualising trust in artificial systems on the model of trust in human experts. This ‘reputational’ (Goldman, 2018) or ‘relational’ (Collins & Evans, 2007) conception of expertise also implies that the layperson, in order to defer to an expert, must first place their trust in other experts: the authenticating ones (Ross, 2022). A veritistic conception of expertise\n\nA first point to note concerning our conception of expertise and the possibility of its attribution to an artificial system is that we frequently consider it from an approach that can easily be described, following Alvin Goldman (1991, 2001, 2018) as ‘veritistic’ or ‘truth-linked’. A veritistic conception of expertise\n\nA first point to note concerning our conception of expertise and the possibility of its attribution to an artificial system is that we frequently consider it from an approach that can easily be described, following Alvin Goldman (1991, 2001, 2018) as ‘veritistic’ or ‘truth-linked’.'}]
question	{'question'}	31	{'NOUN'}	[{'word': 'question', 'definition': 'the subject matter at issue', 'sentence': 'Given that these risks are real and relatively well identified, a pressing question then arises as to what precise account or expression should the trust placed in such systems be given. Indeed, when one places trust in a human expert, this trust is very rarely based on a form of direct verification of the correctness or validity of the epistemic operations carried out by the expert in question. Of course, there is nothing definitive or irremediable about this opacity: the layperson could train themselves in the discipline in question, or have the reasoning followed by the expert explained in detail, and thus perhaps manage to understand and grasp what is at stake. Ordinarily, however, we might agree with Ross that an expert’s judgements are to some extent ‘opaque’ to the non specialist – and that this opacity stems from the latter’s unfamiliarity with the field of expertise in question. The difficult ‘reading’ or ‘interpretation’ of opaque neural processes is thus presented as not being the end of the story, insofar as we have nevertheless managed to find ‘factors other than neurocomputational implementation in answering that “why” question’ (Cappelen & Dever, 2021 p. 19) about the explanation of our actions and decisions.'}]
fact	{'fact'}	28	{'NOUN'}	[{'word': 'fact', 'definition': 'a statement or assertion of verified information about something that is the case or has happened', 'sentence': 'It is also widely suggested that a new stage has in fact been reached as far as epistemic dependence is concerned, due to the possession by these programs of an unprecedented characteristic for artificial systems: a kind of ‘opacity’ (Burrell, 2016; Creel, 2020; Ross, 2022; Zerilli, 2022; Duede, 2022). We shall see that this conceptualisation is based on the much dis cussed but ambiguous notion of opacity (which in fact crystallises many debates surrounding artificial decision-making systems). Uncertainty on the one hand, because trusting implies not knowing for sure that the trusted agent will as a matter of fact be trustworthy. And a positive expectation on the other hand, as trusting another agent suggests that one does think that said agent is, as a matter of fact, reliable or trustworthy. In other words, it is conceivable (and in fact rather common) for one to trust someone who is not actually trustworthy, and conversely not to trust a person who is, as a matter of fact, trustworthy.'}]
machin	{'machine'}	28	{'NOUN'}	[{'word': 'machine', 'definition': 'an intricate organization that accomplishes its goals efficiently', 'sentence': '1–2) distinguishes three main forms of opacity for nonexperts, with regard to the functioning of machine learning-based AI systems. This, she writes, ‘stems from the mismatch between mathematical optimization in high dimensionality characteristic of machine learning and the demands of human-scale reasoning and styles of semantic interpretation’. 2.2 Trust and trustworthiness\n\nAs regards the second aspect of trust – i.e. trust as a recognition of the trustworthiness of another agent – the matter is to some extent analogous to that of mere reliance, but it is also frequently considered to be a much more demanding characteristic (and one that it is not obvious that a machine can possess). The idea would be to equip ourselves with an institutional apparatus analogous to the one that is put in place in the context of human expertise, which could take charge of assessing the reliability of an artificial system – and which could also play the role of moral guarantee for our deference towards the decisions taken by a machine. The two authors thus evaluate in their paper a ‘potential case of peer disagreement between a clinician and a machine learning algorithm’.'}]
understand	{'understand', 'understanding'}	28	{'VERB'}	[{'word': 'understand', 'definition': 'perceive (an idea or situation) mentally', 'sentence': 'We can read, e.g. in Danks (2019, p. 521), that ‘at a high level, we often understand trust as a relation in which the trustor makes oneself vulnerable based on positive expectations about the behavior or intentions of the trustee’ (see also Alvarado, 2022). All they need to do is accept that it has been properly configured by individuals who, for their part, understand the ‘principles that the procedure operationalizes’ (to use Duede’s wording) – i.e. the principles that govern it. It will operate in ways that\n\nare too complex for us to understand. Of course, there is nothing definitive or irremediable about this opacity: the layperson could train themselves in the discipline in question, or have the reasoning followed by the expert explained in detail, and thus perhaps manage to understand and grasp what is at stake.'}, {'word': 'understanding', 'definition': 'know and comprehend the nature or meaning of', 'sentence': 'A second variety of opacity, visible in Mitchell’s comment quoted above, relates not just to the difficulty of the non specialist in apprehending and understanding the reasoning of an expert, but also points to the fact that it is sometimes very difficult (if not downright impossible) for an expert to explain the reasoning they have followed to reach their conclusion.'}]
individu	{'individual'}	26	{'NOUN'}	[{'word': 'individual', 'definition': 'a human being', 'sentence': 'On the one hand, the title of ‘expert’ is eminently social insofar as it acts as a ‘badge’ (Martin, 1973, p. 159 – cited by Watson, 2021, p. 140) conferred on an individual – a badge which, moreover, enables them to simultaneously be endowed with another qualification: that of ‘credibility’ (Fricker, 1998; Rolin, 2002; Whyte & Crease, 2010). Expertise as a socially attributed badge of credibility thus appears to be distinct from a more fundamental dimension of expertise, namely its individual dimension. Indeed, expertise and credibility are not normally attributed to just anyone, and characteristics specific to the individual must be apparent prior to qualification. Recognition of an individual’s expertise then presupposes that there are individuals who are indeed experts, and who demand to be recognised as such. Jamie Watson (2018, p. 41) thus distinguishes two dimensions of expertise: (1) the ‘objective’ dimension, also described as ‘truth-linked’, which refers to an individual’s (personal) status as an expert, whether or not publicly recognised, and (2) the ‘social’ dimension of expertise, which refers to the institutional recognition of the individual’s expertise (see also Majdik & Keith, 2011).'}]
